# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul  3 10:09:50 2025
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum > 1
# CONSTRAINT:  and disc_facility like '%TESS%'
# CONSTRAINT:  and soltype like '%Published Confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 28109 b,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,22.89104000000,0.00035000000,-0.00036000000,0,0.1357000000,0.0034000000,-0.0034000000,0,2.19900000,0.09800000,-0.10000000,0,0.19618198,0.00874299,-0.00892142,0,18.49600000,9.12000000,-7.60900000,0,0.05819492,0.02869473,-0.02394059,0,Mass,0.330700,,,1,,,,,881.20,7.50,-7.50,0,0,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,F8/G0 V,6120.00,50.00,-50.00,0,1.446000,0.035000,-0.035000,0,1.260000,0.080000,-0.080000,0,0.0000,0.1000,-0.1000,0,[Fe/H],4.130000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.61100000,0.42900000,-0.42700000,9.4200000,0.0300000,-0.0300000,8.1750000,0.0230000,-0.0230000,9.2997600,0.0003230,-0.0003230,2022-06-08,2022-05,2022-06-08
HD 28109 c,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,56.00819000000,0.00194000000,-0.00202000000,0,0.3080000000,0.0110000000,-0.0110000000,0,4.23000000,0.11000000,-0.11000000,0,0.37737597,0.00981356,-0.00981356,0,7.94300000,4.22700000,-3.04600000,0,0.02499147,0.01329963,-0.00958379,0,Mass,0.120300,,,1,,,,,585.20,8.70,-8.30,0,1,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,F8/G0 V,6120.00,50.00,-50.00,0,1.446000,0.035000,-0.035000,0,1.260000,0.080000,-0.080000,0,0.0000,0.1000,-0.1000,0,[Fe/H],4.130000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.61100000,0.42900000,-0.42700000,9.4200000,0.0300000,-0.0300000,8.1750000,0.0230000,-0.0230000,9.2997600,0.0003230,-0.0003230,2022-06-08,2022-05,2022-06-08
HD 28109 d,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,84.25999000000,0.00744000000,-0.00662000000,0,0.4110000000,0.0160000000,-0.0160000000,0,3.25000000,0.11000000,-0.11000000,0,0.28994608,0.00981356,-0.00981356,0,5.68100000,2.73800000,-2.11000000,0,0.01787442,0.00861471,-0.00663880,0,Mass,0.086400,,,1,,,,,506.50,8.70,-8.00,0,1,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,F8/G0 V,6120.00,50.00,-50.00,0,1.446000,0.035000,-0.035000,0,1.260000,0.080000,-0.080000,0,0.0000,0.1000,-0.1000,0,[Fe/H],4.130000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.61100000,0.42900000,-0.42700000,9.4200000,0.0300000,-0.0300000,8.1750000,0.0230000,-0.0230000,9.2997600,0.0003230,-0.0003230,2022-06-08,2022-05,2022-06-08
HD 35843 c,HD 35843,1,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HESSE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250500898H/abstract target=ref>Hesse et al. 2025</a>,46.96220000000,0.00020000000,-0.00020000000,0,0.2500000000,0.0100000000,-0.0100000000,0,2.54000000,0.08000000,-0.07000000,0,0.22660401,0.00713713,-0.00624499,0,11.32000000,1.58000000,-1.48000000,0,0.03561670,0.00497124,-0.00465660,0,Mass,0.153000,0.070000,-0.064000,0,,,,,479.00,12.00,-12.00,0,0,<a refstr=HESSE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250500898H/abstract target=ref>Hesse et al. 2025</a>,,5666.00,61.00,-61.00,0,0.897000,0.019000,-0.019000,0,0.940000,0.060000,-0.060000,0,-0.2700,0.0400,-0.0400,0,[Fe/H],4.470000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h25m23.73s,81.3488924,-44d25m52.63s,-44.4312849,69.60260000,0.12740000,-0.12700000,9.3600000,0.0300000,-0.0300000,7.7820000,0.0170000,-0.0170000,9.1955100,0.0003150,-0.0003150,2025-05-13,2025-05,2025-05-13
HD 42813 b,HD 42813,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,13.63082050000,0.00000900000,-0.00000900000,0,0.1110000000,0.0020000000,-0.0020000000,0,3.41000000,0.04600000,-0.04600000,0,0.30422035,0.00410385,-0.00410385,0,9.10000000,0.82000000,-0.79000000,0,0.02863180,0.00258001,-0.00248562,0,Mass,,,,,74.7000,5.1000,-5.1000,0,716.00,12.00,-12.00,0,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,,5289.00,69.00,-69.00,0,0.980000,0.007000,-0.007000,0,0.901000,0.043000,-0.043000,0,0.2400,0.0500,-0.0500,0,[Fe/H],4.390000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.19200000,0.17720000,-0.17630000,9.4900000,0.0300000,-0.0300000,7.5870000,0.0240000,-0.0240000,9.2746800,0.0002940,-0.0002940,2024-09-13,2024-08,2024-09-13
HD 42813 b,HD 42813,0,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230813310D/abstract target=ref>Damasso et al. 2023</a>,13.63083000000,0.00003000000,-0.00003000000,0,0.1070000000,0.0016000000,-0.0016000000,0,3.48000000,0.07000000,-0.08000000,0,0.31046534,0.00624499,-0.00713713,0,9.60000000,0.80000000,-0.80000000,0,0.03020498,0.00251708,-0.00251708,0,Mass,,,,,61.0000,3.0000,-3.0000,0,777.00,18.00,-18.00,0,0,<a refstr=DAMASSO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230813310D/abstract target=ref>Damasso et al. 2023</a>,,5289.00,69.00,-69.00,0,0.980000,0.030000,-0.030000,0,0.890000,0.040000,-0.040000,0,0.2400,0.0500,-0.0500,0,[Fe/H],4.390000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.19200000,0.17720000,-0.17630000,9.4900000,0.0300000,-0.0300000,7.5870000,0.0240000,-0.0240000,9.2746800,0.0002940,-0.0002940,2023-09-05,2023-08,2023-09-05
HD 42813 b,HD 42813,0,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,13.63082800000,0.00002400000,-0.00002400000,0,0.1100000000,0.0020000000,-0.0020000000,0,3.42633318,0.09657949,-0.09000814,0,0.30567750,0.00861626,-0.00803000,0,5.90000000,2.00000000,-2.00000000,0,0.01856348,0.00629270,-0.00629270,0,Mass,0.000000,,,0,,,,,703.39,12.28,-11.87,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5323.00,73.00,-71.00,0,0.983900,0.018100,-0.017400,0,0.945200,0.032700,-0.031000,0,0.3320,0.0580,-0.0600,0,[Fe/H],4.425000,0.025000,-0.025000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.19200000,0.17720000,-0.17630000,9.4900000,0.0300000,-0.0300000,7.5870000,0.0240000,-0.0240000,9.2746800,0.0002940,-0.0002940,2024-07-23,2024-06,2024-07-23
HD 42813 b,HD 42813,0,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,13.63083000000,0.00003000000,-0.00003000000,0,0.1090000000,0.0020000000,-0.0020000000,0,3.36000000,0.14000000,-0.14000000,0,0.29975964,0.01248998,-0.01248998,0,5.80000000,2.40000000,-2.40000000,0,0.01824884,0.00755124,-0.00755124,0,Mass,0.000000,,,0,54.1000,5.9000,-5.9000,0,755.00,21.00,-21.00,0,0,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,,5240.00,110.00,-110.00,0,0.970000,0.030000,-0.030000,0,0.940000,0.060000,-0.060000,0,0.3300,0.0900,-0.0900,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.19200000,0.17720000,-0.17630000,9.4900000,0.0300000,-0.0300000,7.5870000,0.0240000,-0.0240000,9.2746800,0.0002940,-0.0002940,2024-07-12,2023-10,2024-07-12
HD 5278 b,HD 5278,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,14.33915600000,0.00004900000,-0.00004700000,0,0.1202000000,0.0013000000,-0.0013000000,0,2.45000000,0.05000000,-0.05000000,0,0.21857474,0.00446071,-0.00446071,0,7.80000000,1.50000000,-1.40000000,0,0.02454154,0.00471953,-0.00440489,0,Mass,0.080000,0.090000,-0.050000,0,132.0000,5.0000,-5.0000,0,943.00,13.00,-13.00,0,0,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,F V,6203.00,64.00,-64.00,0,1.194000,0.017000,-0.016000,0,1.126000,0.036000,-0.035000,0,-0.1200,0.0400,-0.0400,0,[Fe/H],4.500000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h50m11.23s,12.5467785,-83d44m37.56s,-83.7437671,57.58460000,0.09470000,-0.09430000,7.9400000,0.0300000,-0.0300000,6.6050000,0.0270000,-0.0270000,7.8037500,0.0002700,-0.0002700,2021-04-23,2021-04,2021-04-23
HD 5278 b,HD 5278,0,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,14.33916900000,0.00003600000,-0.00003600000,0,,,,,,,,,,,,,,,,,,,,,,0.080000,0.090000,-0.050000,0,,,,,,,,,0,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,F V,6203.00,64.00,-64.00,0,1.194000,0.017000,-0.016000,0,1.126000,0.036000,-0.035000,0,-0.1200,0.0400,-0.0400,0,[Fe/H],4.500000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h50m11.23s,12.5467785,-83d44m37.56s,-83.7437671,57.58460000,0.09470000,-0.09430000,7.9400000,0.0300000,-0.0300000,6.6050000,0.0270000,-0.0270000,7.8037500,0.0002700,-0.0002700,2024-03-04,2023-03,2024-03-04
HD 63433 b,HD 63433,0,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZHANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...68Z/abstract target=ref>Zhang et al. 2022</a>,7.10778900000,0.00001000000,-0.00001000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..179M/abstract target=ref>Mann et al. 2020</a>,,5640.00,74.00,-74.00,0,0.912000,0.034000,-0.034000,0,0.990000,0.030000,-0.030000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.40350000,0.02250000,-0.02250000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2022-02-15,2022-02,2022-02-15
HD 63433 b,HD 63433,0,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,7.10793900000,0.00001100000,-0.00001100000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..179M/abstract target=ref>Mann et al. 2020</a>,,5640.00,74.00,-74.00,0,0.912000,0.034000,-0.034000,0,0.990000,0.030000,-0.030000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.40350000,0.02250000,-0.02250000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2024-03-04,2023-03,2024-03-04
HD 63433 b,HD 63433,0,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CAPISTRANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240104785C/abstract target=ref>Capistrant et al. 2024</a>,7.10793790000,0.00000540000,-0.00000540000,0,0.0714000000,0.0036000000,-0.0038000000,0,2.11200000,0.09300000,-0.08600000,0,0.18842034,0.00829692,-0.00767242,0,,,,,,,,,,0.240000,0.270000,-0.180000,0,,,,,,,,,0,<a refstr=CAPISTRANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240104785C/abstract target=ref>Capistrant et al. 2024</a>,G5 V,5688.00,28.00,-28.00,0,0.912000,0.034000,-0.034000,0,0.990000,0.030000,-0.030000,0,0.0300,0.0500,-0.0500,0,[Fe/H],4.520000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.40350000,0.02250000,-0.02250000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2024-01-05,2024-02,2024-01-05
HD 63433 b,HD 63433,0,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..179M/abstract target=ref>Mann et al. 2020</a>,7.10793000000,0.00040000000,-0.00034000000,0,0.0719000000,0.0031000000,-0.0044000000,0,2.15000000,0.10000000,-0.10000000,0,0.19181015,0.00892140,-0.00892140,0,,,,,,,,,,0.000000,,,0,,,,,,,,,0,<a refstr=MANN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..179M/abstract target=ref>Mann et al. 2020</a>,,5640.00,74.00,-74.00,0,0.912000,0.034000,-0.034000,0,0.990000,0.030000,-0.030000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.40350000,0.02250000,-0.02250000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2023-05-03,2020-10,2023-05-03
HD 63433 b,HD 63433,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.10793840000,0.00000660000,-0.00000660000,0,0.0720000000,0.0010000000,-0.0010000000,0,2.16351593,0.05799703,-0.04762783,0,0.19301630,0.00517416,-0.00424908,0,37.30000000,9.60000000,-9.60000000,0,0.11735892,0.03020498,-0.03020498,0,Mass,0.000000,,,0,,,,,886.44,12.12,-12.61,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5634.00,62.00,-65.00,0,0.916900,0.013200,-0.012900,0,0.988300,0.021200,-0.027300,0,0.0790,0.0540,-0.0530,0,[Fe/H],4.508000,0.013000,-0.019000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m55.05s,117.4793699,+27d21m47.28s,27.3631342,22.40350000,0.02250000,-0.02250000,6.9203500,0.0230000,-0.0230000,5.2580000,0.0160000,-0.0160000,6.7183100,0.0005290,-0.0005290,2024-07-23,2024-06,2024-07-23
